Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1035
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth	35.6206
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.4908
TRUSTMF BANKING & PSU FUND - DIRECT GROWTH	1292.4672
TRUSTMF BANKING & PSU FUND - REGULAR GROWTH	1265.044
TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1133.6692
TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1292.5425
TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1138.272
TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1158.044
TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1119.0459
TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1107.5238
TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1222.7671
TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1119.2418
TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1133.5718
TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1102.362
UTI Banking & PSU Fund - Direct Plan - Annual IDCW	13.1175
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW	19.1274
UTI Banking & PSU Fund - Direct Plan - Growth Option	22.1965
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW	14.7291
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW	13.4462
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW	16.5206
UTI Banking & PSU Fund - Regular Plan - Annual IDCW	12.8804
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW	14.6393
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW	14.5779
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW	13.2288
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW	14.9807
UTI Banking & PSU Fund- Regular Plan - Growth Option	21.8298
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	114.8213
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	112.9301
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	10.6932
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.93
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	12.0127
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.734
Axis Corporate Bond Fund - Direct Plan - Daily IDCW	10.2348
Axis Corporate Bond Fund - Direct Plan - Monthly IDCW	10.3048
Axis Corporate Bond Fund - Direct Plan - Regular IDCW	14.0686
Axis Corporate Bond Fund - Direct Plan - Weekly IDCW	10.4057
Axis Corporate Bond Fund - Direct Plan Growth	18.0332
Axis Corporate Bond Fund - Regular Plan - Daily IDCW	10.2347
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW	10.2636
Axis Corporate Bond Fund - Regular Plan - Regular IDCW	13.1744
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW	10.2867
Axis Corporate Bond Fund - Regular Plan Growth	17.0516
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.4843
BANDHAN Corporate Bond Fund - Direct Growth	19.7562
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.7713
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.4051
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	13.1069
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.8124
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.4732
BANDHAN Corporate Bond Fund - Regular Growth	19.1936
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	11.1545
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6587
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	12.9391
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.8473
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.4379
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	31.7752
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.5160
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.5782
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.6722
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.1199
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.6761
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.7826
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.3639
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	27.4535
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.5560
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.5987
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.2532
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.7023
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	21.7213
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.8825
DSP Corporate Bond Fund - Direct - Growth	16.1449
DSP Corporate Bond Fund - Direct - IDCW	11.4169
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.6237
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.4642
DSP Corporate Bond Fund - Regular - Growth	15.8736
DSP Corporate Bond Fund - Regular - IDCW	11.3915
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5999
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.8094
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	107.4673
Franklin India Corporate Debt Fund - Growth	99.3103
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	16.9534
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.0221
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	15.0840
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.4063
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.9250
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.8150
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.4889
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.2424
HDFC Corporate Bond Fund - Growth Option	32.541
HDFC Corporate Bond Fund - Growth Option - Direct Plan	33.2414
HDFC Corporate Bond Fund - IDCW Option	19.6993
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.368
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.6306
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.5139
HSBC Corporate Bond Fund - Direct Annual IDCW	11.9371
HSBC Corporate Bond Fund - Direct Growth	77.6025
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5838
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.2716
HSBC Corporate Bond Fund - Regular Annual IDCW	11.6854
HSBC Corporate Bond Fund - Regular Growth	72.8814
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1784
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	16.9549
HSBC Corporate Bond Fund -Regular Plan - Bonus	27.6843
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.1356
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2810
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.5083
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	29.7329
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.4356
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.2153
